train_acc,train_loss,val_acc,val_loss
0.009431578947368423,4.608444,0.008400000000000001,4.6068473
0.009936842105263157,4.606384,0.0076,4.606584
0.00928421052631579,4.606075,0.0064,4.6072707
0.008673684210526316,4.606037,0.0084,4.6065373
0.008821052631578948,4.605897,0.008400000000000001,4.606582
0.009010526315789474,4.605879,0.0076,4.606728
0.009726315789473682,4.6058564,0.0064,4.606655
0.009031578947368422,4.60582,0.006400000000000001,4.606739
0.008989473684210525,4.6057544,0.008,4.6066747
0.010063157894736843,4.605791,0.006400000000000001,4.6065025
0.009094736842105263,4.6057863,0.0064,4.606676
0.00976842105263158,4.60573,0.0076,4.606808
0.009347368421052632,4.6057105,0.0088,4.606798
0.009789473684210527,4.605726,0.008400000000000001,4.606676
0.009157894736842104,4.6056757,0.008400000000000001,4.6067576
0.009578947368421051,4.6056876,0.006400000000000001,4.6066136
0.009305263157894737,4.605676,0.006400000000000001,4.606689
0.00936842105263158,4.6056643,0.008400000000000001,4.6065965
0.009642105263157895,4.6056395,0.0076,4.6065793
0.009600000000000001,4.60563,0.0064,4.606751
0.00911578947368421,4.6056414,0.0076,4.606674
0.00936842105263158,4.6056004,0.0084,4.6065593
0.009094736842105263,4.6056137,0.0076,4.6067924
0.009705263157894736,4.6056056,0.0076,4.6068134
0.00863157894736842,4.605577,0.0076,4.6067815
0.008799999999999999,4.6055746,0.0064,4.6068497
0.008778947368421053,4.6055565,0.0076,4.606793
0.009010526315789474,4.6055636,0.0076,4.606825
0.009621052631578949,4.605521,0.0076,4.60693
0.009473684210526316,4.6055684,0.008400000000000001,4.606723
0.009515789473684212,4.605514,0.0068000000000000005,4.6068606
0.008926315789473685,4.605517,0.0064,4.606789
0.00936842105263158,4.6054897,0.0064,4.6068497
0.009157894736842104,4.605507,0.0064,4.606839
0.009726315789473684,4.60548,0.006400000000000001,4.6068907
0.009852631578947368,4.605481,0.0064,4.606922
0.009389473684210524,4.60547,0.0072,4.6070814
0.009094736842105263,4.6054754,0.0064,4.60686
0.009389473684210526,4.6054416,0.006400000000000001,4.6068153
0.009199999999999998,4.6054535,0.0076,4.6068134
0.00936842105263158,4.605456,0.0076,4.6068196
0.009431578947368423,4.6054454,0.007200000000000001,4.606761
0.009178947368421052,4.605418,0.0064,4.606777
0.009136842105263157,4.605409,0.0064,4.606804
0.009663157894736842,4.605406,0.0064,4.6067433
0.00968421052631579,4.6053967,0.006400000000000001,4.6068187
0.009452631578947369,4.6053967,0.0064,4.606821
0.009789473684210527,4.6053977,0.0063999999999999994,4.6068134
0.009389473684210527,4.6054068,0.0064,4.6068177
0.009157894736842106,4.6053777,0.006400000000000001,4.606796
0.00873684210526316,4.605362,0.006400000000000001,4.6067863
0.00968421052631579,4.6053567,0.0064,4.60684
0.009263157894736843,4.6053514,0.006400000000000001,4.6068273
0.009473684210526316,4.6053495,0.0064,4.606836
0.009536842105263158,4.605339,0.0063999999999999994,4.6068535
0.009810526315789474,4.6053395,0.006400000000000001,4.606853
0.00983157894736842,4.6053185,0.006400000000000001,4.606851
0.009621052631578949,4.605316,0.0064,4.6068296
0.009200000000000002,4.6053076,0.0064,4.606871
0.009705263157894738,4.605298,0.0064,4.606886
0.009494736842105264,4.6052976,0.0064,4.606869
0.008652631578947367,4.6052923,0.0064,4.6068707
0.009157894736842104,4.6052837,0.006400000000000001,4.6068487
0.009957894736842107,4.605282,0.0064,4.6068463
0.009684210526315788,4.6052694,0.006400000000000001,4.606863
0.009431578947368423,4.6052628,0.0063999999999999994,4.60685
0.009389473684210526,4.605258,0.006400000000000001,4.606856
0.00983157894736842,4.605247,0.0064,4.6068597
0.010021052631578946,4.6052437,0.006400000000000001,4.6068587
0.010189473684210526,4.605238,0.0064,4.6068788
0.010189473684210526,4.605233,0.0064,4.6068726
0.010189473684210528,4.6052246,0.0064,4.606866
0.009684210526315788,4.605221,0.006400000000000001,4.6068645
0.009157894736842104,4.6052155,0.0064,4.606859
0.009810526315789474,4.60521,0.0064,4.606875
0.00983157894736842,4.605204,0.006400000000000001,4.606861
0.009873684210526316,4.6051993,0.0064,4.606874
0.009894736842105263,4.605194,0.0064,4.6068645
0.010189473684210526,4.6051903,0.0064,4.6068664
0.010021052631578946,4.605187,0.0064,4.6068754
0.009873684210526314,4.6051807,0.0064,4.606858
0.009915789473684213,4.6051764,0.006400000000000001,4.6068726
0.009368421052631581,4.605171,0.006400000000000001,4.606858
0.00976842105263158,4.605169,0.0064,4.6068563
0.009642105263157895,4.6051655,0.0064,4.6068654
0.009852631578947368,4.6051617,0.0064,4.6068673
0.010063157894736843,4.6051583,0.006400000000000001,4.6068645
0.009663157894736842,4.605157,0.0064,4.606863
0.009810526315789474,4.605153,0.006400000000000001,4.606862
0.009578947368421055,4.6051493,0.0064,4.6068645
0.009663157894736842,4.605148,0.0063999999999999994,4.6068654
0.009684210526315788,4.605146,0.0064,4.606865
0.009894736842105262,4.605144,0.0064,4.6068645
0.009684210526315788,4.6051426,0.006400000000000001,4.6068645
0.009705263157894736,4.6051407,0.006400000000000001,4.606864
0.009810526315789474,4.6051393,0.0064,4.606865
0.009936842105263157,4.605138,0.006400000000000001,4.6068664
0.009873684210526314,4.605137,0.0064,4.6068654
0.009978947368421053,4.6051373,0.0064,4.606865
0.010147368421052632,4.6051364,0.0064,4.6068635
