train_acc,train_loss,val_acc,val_loss
0.017200000000000003,4.5464654,0.0228,4.4959674
0.022673684210526315,4.4207516,0.0264,4.3218184
0.02861052631578947,4.279985,0.0368,4.18565
0.03145263157894737,4.2070875,0.042800000000000005,4.141368
0.034463157894736834,4.1714635,0.04,4.115225
0.0368842105263158,4.151119,0.042,4.0995393
0.03694736842105264,4.130751,0.042800000000000005,4.0633526
0.037178947368421054,4.1180377,0.03880000000000001,4.0972843
0.040947368421052635,4.105599,0.039599999999999996,4.065105
0.04288421052631579,4.089046,0.053200000000000004,4.0415034
0.045915789473684215,4.069898,0.05080000000000001,4.0222726
0.051536842105263166,4.0423927,0.05240000000000001,4.027356
0.05591578947368422,4.0195103,0.054000000000000006,3.9923172
0.058189473684210534,3.9950185,0.049600000000000005,3.9916065
0.0628421052631579,3.9708927,0.06280000000000001,3.9475303
0.06707368421052633,3.9396818,0.055999999999999994,3.9350092
0.0724842105263158,3.907233,0.0716,3.903912
0.07880000000000001,3.8770964,0.0832,3.8477442
0.0864842105263158,3.8405447,0.08800000000000001,3.8103445
0.08928421052631581,3.8021128,0.0868,3.811
0.0936421052631579,3.771072,0.1032,3.713202
0.0981263157894737,3.735895,0.09319999999999999,3.7638984
0.10357894736842108,3.708682,0.11040000000000001,3.658895
0.10840000000000002,3.6838322,0.11440000000000002,3.6378217
0.11277894736842106,3.653981,0.12119999999999999,3.6174097
0.11642105263157897,3.6280823,0.11280000000000001,3.6275012
0.11873684210526317,3.6096756,0.12560000000000002,3.5900018
0.12273684210526319,3.588994,0.1308,3.5542076
0.12614736842105265,3.5655112,0.13040000000000002,3.5764005
0.13037894736842107,3.5454652,0.13479999999999998,3.5132935
0.13402105263157896,3.5159752,0.14200000000000002,3.5130851
0.13770526315789472,3.5032663,0.1444,3.4769514
0.13922105263157894,3.4837732,0.134,3.4941916
0.14084210526315788,3.468313,0.13840000000000002,3.4682162
0.1440842105263158,3.4491613,0.1332,3.472275
0.14686315789473683,3.423665,0.1428,3.4659264
0.1512421052631579,3.4090867,0.15639999999999998,3.3852398
0.1558315789473684,3.3896425,0.1432,3.4100277
0.1570736842105263,3.3738296,0.14880000000000002,3.3782444
0.16018947368421052,3.3508096,0.1588,3.3815277
0.16290526315789472,3.3361344,0.15839999999999999,3.352603
0.16536842105263158,3.3091946,0.1636,3.328093
0.16677894736842105,3.3008394,0.16840000000000002,3.3027995
0.1708842105263158,3.2856722,0.1696,3.2737284
0.176,3.2585332,0.16959999999999997,3.2895048
0.1796,3.2490177,0.18600000000000003,3.2493043
0.17949473684210523,3.2353053,0.1748,3.237963
0.18176842105263158,3.2185972,0.1816,3.2627378
0.18503157894736838,3.202995,0.19560000000000002,3.219879
0.18814736842105265,3.1865916,0.18480000000000005,3.2150075
0.18877894736842107,3.1840768,0.18599999999999997,3.2337759
0.19168421052631582,3.1657941,0.19560000000000002,3.1559765
0.19498947368421055,3.154927,0.18439999999999998,3.1822476
0.1977684210526316,3.1387239,0.204,3.1522434
0.20044210526315792,3.124283,0.20199999999999999,3.1482174
0.20094736842105268,3.1254656,0.1948,3.1667771
0.20587368421052632,3.1022794,0.20120000000000002,3.1436713
0.2088,3.0939155,0.20040000000000002,3.1424656
0.2094736842105263,3.0800982,0.20120000000000002,3.1348264
0.2096842105263158,3.078418,0.20200000000000004,3.151498
0.21280000000000002,3.0636163,0.20720000000000002,3.0978217
0.21772631578947368,3.0547223,0.2112,3.0913682
0.2168421052631579,3.0436268,0.2184,3.0948517
0.21869473684210525,3.0354738,0.21160000000000004,3.0926962
0.2200842105263158,3.0269191,0.2004,3.1489756
0.22071578947368423,3.0169945,0.22760000000000002,3.056556
0.224,3.0098433,0.21,3.0670998
0.22357894736842107,3.007048,0.21240000000000003,3.062516
0.22507368421052631,2.9971857,0.21999999999999997,3.0769885
0.2302105263157895,2.9842877,0.22040000000000004,3.0354753
0.22743157894736843,2.979758,0.22040000000000004,3.0561721
0.2322105263157895,2.9733863,0.2164,3.0411756
0.23090526315789475,2.9697142,0.2104,3.0807693
0.23553684210526316,2.9563117,0.22840000000000005,3.0377154
0.23572631578947367,2.9522169,0.21640000000000004,3.038571
0.2385684210526316,2.9422276,0.2228,3.0306537
0.23848421052631583,2.9390645,0.22,3.0320525
0.23698947368421056,2.934542,0.23,3.0192566
0.23928421052631582,2.9304373,0.2288,2.992821
0.24065263157894737,2.9234264,0.22040000000000004,3.0470853
0.24267368421052635,2.9201121,0.2236,3.0008502
0.2449263157894737,2.9141226,0.23240000000000002,2.9892297
0.2421894736842105,2.9144163,0.228,2.9921627
0.24536842105263157,2.9035263,0.2336,2.988922
0.2435578947368421,2.907918,0.22840000000000005,2.9918783
0.24522105263157895,2.9008548,0.23720000000000002,2.9894373
0.2480421052631579,2.8963215,0.2348,2.9765081
0.2493263157894737,2.897422,0.2384,2.981598
0.24802105263157898,2.889154,0.228,2.9942205
0.24787368421052633,2.8891878,0.23559999999999998,2.9967005
0.24941052631578947,2.8856862,0.2316,2.980071
0.2520842105263158,2.8814077,0.23999999999999996,2.9727764
0.2525263157894737,2.8830917,0.2376,2.980986
0.25096842105263156,2.8784468,0.2288,2.9924045
0.25143157894736845,2.8828602,0.226,2.9759855
0.2518947368421053,2.8737626,0.22759999999999997,2.983119
0.25077894736842105,2.8745012,0.22599999999999998,2.9802017
0.2522315789473684,2.8740556,0.2372,2.9773548
0.2521263157894737,2.8719568,0.23720000000000002,2.9751685
0.2525263157894737,2.8703132,0.23600000000000002,2.9842353
