train_acc,train_loss,val_acc,val_loss
0.043873684210526315,4.252129,0.08360000000000001,3.9588747
0.11444210526315791,3.743707,0.12119999999999999,3.7032516
0.16886315789473685,3.4361475,0.18,3.377513
0.2175368421052632,3.1729867,0.2148,3.1788452
0.25905263157894737,2.9414036,0.254,3.038725
0.29757894736842105,2.736105,0.2732,2.8778582
0.3305052631578947,2.5754044,0.32959999999999995,2.6107764
0.3609052631578947,2.4300468,0.30720000000000003,2.6732776
0.3818105263157895,2.3242037,0.358,2.4713984
0.40528421052631575,2.2215183,0.3516,2.4455457
0.4187157894736842,2.1469295,0.39879999999999993,2.2932558
0.43953684210526317,2.0621247,0.4104,2.249108
0.45372631578947364,1.9990894,0.4228,2.201252
0.4724842105263158,1.9254096,0.4276,2.1748056
0.48265263157894733,1.8748461,0.4336,2.134143
0.4931789473684211,1.8186336,0.44079999999999997,2.05386
0.5101263157894736,1.7685137,0.4735999999999999,1.9465636
0.5198526315789473,1.7184261,0.4699999999999999,1.9555902
0.5272421052631578,1.6827433,0.47320000000000007,2.0433426
0.5371578947368422,1.6456001,0.48960000000000004,1.8841577
0.5438947368421053,1.6122662,0.48639999999999994,1.955094
0.5523157894736842,1.5745171,0.5032,1.8094444
0.5618315789473685,1.5426074,0.4932,1.8979679
0.5658947368421051,1.5220503,0.4904,1.8676606
0.5725894736842104,1.4931252,0.5088,1.7968898
0.5794736842105264,1.4638225,0.5144,1.8157982
0.5834736842105264,1.4417974,0.5099999999999999,1.8051163
0.5910947368421052,1.4175305,0.5084000000000001,1.862916
0.5975789473684211,1.3892858,0.5236,1.8068067
0.6052631578947368,1.3666869,0.522,1.7972903
0.6066105263157895,1.3497261,0.5347999999999999,1.7645407
0.6154105263157896,1.3279434,0.5444,1.7084538
0.6201052631578946,1.3037567,0.5436,1.7633153
0.6257263157894736,1.2844095,0.5403999999999999,1.772263
0.6296,1.2686963,0.5252,1.8720522
0.6336842105263157,1.2511537,0.5412,1.7378879
0.635157894736842,1.2336013,0.5551999999999999,1.6922812
0.6453263157894736,1.2115622,0.5508000000000001,1.6949058
0.6472842105263159,1.1934725,0.5568,1.7545952
0.6507578947368421,1.1853284,0.5744,1.6673379
0.654778947368421,1.1678891,0.5464,1.7615091
0.6589894736842105,1.1415229,0.5644,1.8064193
0.6647578947368421,1.1348405,0.564,1.7062987
0.6654736842105263,1.1168885,0.57,1.6497104
0.674357894736842,1.0983139,0.562,1.703955
0.6750315789473684,1.0815561,0.5548,1.7129178
0.6806315789473685,1.0658408,0.5732,1.6633753
0.6849263157894736,1.0504584,0.5668,1.7299556
0.6906736842105263,1.0350192,0.5664,1.7276182
0.6921894736842105,1.0262787,0.5732,1.6963687
0.6958105263157894,1.0118073,0.5704,1.7325898
0.6998947368421051,0.99365133,0.5648,1.7493893
0.701978947368421,0.98128575,0.5776,1.6899557
0.7061684210526314,0.9708821,0.5751999999999999,1.7322468
0.7086315789473685,0.9544924,0.5764,1.7074647
0.7110105263157895,0.9480124,0.5672,1.8030897
0.7166105263157895,0.9317313,0.5856,1.6864468
0.7192421052631579,0.92168343,0.5651999999999999,1.7507956
0.7229894736842105,0.9068563,0.5792,1.7673523
0.726421052631579,0.89138615,0.58,1.7753558
0.7281473684210527,0.8786837,0.5876,1.6978531
0.7346315789473684,0.8690405,0.5804,1.7302889
0.7355157894736842,0.85763633,0.5811999999999999,1.7610049
0.7386736842105264,0.84489167,0.5852,1.7326611
0.7439368421052631,0.83026975,0.588,1.7342675
0.747621052631579,0.8229032,0.5748000000000001,1.781076
0.7504842105263159,0.8071745,0.5820000000000001,1.7677454
0.7505894736842105,0.8041174,0.5832,1.7871311
0.7537263157894738,0.79432744,0.5804,1.7595949
0.7559789473684211,0.7815159,0.5848,1.8003954
0.7586526315789474,0.77741694,0.5880000000000001,1.7750081
0.7631578947368421,0.76626194,0.6008,1.7913995
0.7630315789473683,0.7573218,0.5928,1.7767501
0.7661473684210527,0.7502156,0.5871999999999999,1.7906532
0.7699368421052633,0.73593664,0.5904,1.7879485
0.7725263157894736,0.7323894,0.5923999999999999,1.7953244
0.7741684210526316,0.72892755,0.5952,1.7983121
0.7778947368421053,0.7153743,0.588,1.7809765
0.775178947368421,0.71119946,0.5943999999999999,1.803225
0.7792631578947368,0.702181,0.5876,1.8232796
0.781957894736842,0.6980291,0.5952,1.82242
0.7847578947368422,0.69176245,0.5928,1.8103547
0.7856210526315789,0.6843525,0.5900000000000001,1.8105885
0.7843789473684211,0.6860276,0.5892000000000001,1.808312
0.7875578947368421,0.6737475,0.5871999999999999,1.826433
0.7886736842105263,0.6723287,0.588,1.813458
0.7913684210526315,0.6638623,0.5876,1.8222396
0.7905263157894736,0.66714936,0.5852,1.8369341
0.7932631578947368,0.6604364,0.5916,1.8108608
0.7919789473684209,0.65717036,0.5892,1.8309745
0.7928000000000001,0.65679514,0.5864,1.8470786
